# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] polynom_b[n=17][T/m^n] 
+2.4110000000000002e+02 +1.4658075075376503e-01 -4.4414728205646953e+05 +4.7982499225159156e+13 -3.0046919617813225e+21 +6.9235420782913932e+28 
+2.4120000000000002e+02 +1.4597528653120978e-01 -4.4201925013401121e+05 +4.7747326914418188e+13 -2.9897568959069720e+21 +6.8888032721459436e+28 
+2.4130000000000001e+02 +1.4537251073624760e-01 -4.3990154350472050e+05 +4.7512891175631062e+13 -2.9748492120781289e+21 +6.8541007333904244e+28 
+2.4140000000000001e+02 +1.4477241159676651e-01 -4.3779497053874540e+05 +4.7279480013527016e+13 -2.9599955753467306e+21 +6.8195084493828664e+28 
+2.4150000000000000e+02 +1.4417497734074877e-01 -4.3570033971992863e+05 +4.7047381461104344e+13 -2.9452226531578426e+21 +6.7851004139579825e+28 
+2.4160000000000002e+02 +1.4358019619610407e-01 -4.3361845944370300e+05 +4.6816883529432930e+13 -2.9305571111078786e+21 +6.7509506159669815e+28 
+2.4170000000000002e+02 +1.4298805639075254e-01 -4.3155013811805524e+05 +4.6588274232475117e+13 -2.9160256150182345e+21 +6.7171330448245176e+28 
+2.4180000000000001e+02 +1.4239854615265177e-01 -4.2949618419717078e+05 +4.6361841595986102e+13 -2.9016548317315827e+21 +6.6837216927592619e+28 
+2.4190000000000001e+02 +1.4181165370972099e-01 -4.2745740608992800e+05 +4.6137873634469383e+13 -2.8874714271355440e+21 +6.6507905494066919e+28 
+2.4200000000000000e+02 +1.4122736728989685e-01 -4.2543461222363368e+05 +4.5916658366694930e+13 -2.8735020674618407e+21 +6.6184136053017338e+28 
+2.4210000000000002e+02 +1.4064567498565539e-01 -4.2342834678763506e+05 +4.5698398760142375e+13 -2.8597657120778460e+21 +6.5866436546310841e+28 
+2.4220000000000002e+02 +1.4006656434770332e-01 -4.2143809710367117e+05 +4.5482957597363680e+13 -2.8462504945592948e+21 +6.5554487105995545e+28 
+2.4230000000000001e+02 +1.3949002279126282e-01 -4.1946308622212824e+05 +4.5270112600565078e+13 -2.8329368408058537e+21 +6.5247755877770014e+28 
+2.4240000000000001e+02 +1.3891603773154768e-01 -4.1750253718342242e+05 +4.5059641489605383e+13 -2.8198051765297857e+21 +6.4945711002529192e+28 
+2.4250000000000000e+02 +1.3834459658384618e-01 -4.1555567312588770e+05 +4.4851322009724016e+13 -2.8068359296451451e+21 +6.4647820681712838e+28 
+2.4260000000000002e+02 +1.3777568676335467e-01 -4.1362171706401405e+05 +4.4644931873537766e+13 -2.7940095252048747e+21 +6.4353553037469074e+28 
+2.4270000000000002e+02 +1.3720929568533147e-01 -4.1169989209768892e+05 +4.4440248816507258e+13 -2.7813063902848300e+21 +6.4062376248377685e+28 
+2.4280000000000001e+02 +1.3664541076499720e-01 -4.0978942127506319e+05 +4.4237050560309938e+13 -2.7687069507440361e+21 +6.3773758459147866e+28 
+2.4290000000000001e+02 +1.3608401941759438e-01 -4.0788952767401724e+05 +4.4035114834422539e+13 -2.7561916331225477e+21 +6.3487167833296752e+28 
+2.4300000000000000e+02 +1.3552510905834139e-01 -4.0599943434139586e+05 +4.3834219360352188e+13 -2.7437408632729276e+21 +6.3202072515504344e+28 
+2.4310000000000002e+02 +1.3496866715245645e-01 -4.0411838451006555e+05 +4.3634158674689227e+13 -2.7313368613067995e+21 +6.2917993209056098e+28 
+2.4320000000000002e+02 +1.3441468136494458e-01 -4.0224570189600199e+05 +4.3434794509041711e+13 -2.7189690188232907e+21 +6.2634660701154073e+28 
+2.4330000000000001e+02 +1.3386313941072459e-01 -4.0038073029352585e+05 +4.3236005382704562e+13 -2.7066285193286475e+21 +6.2351858273355556e+28 
+2.4340000000000001e+02 +1.3331402900478465e-01 -3.9852281358442095e+05 +4.3037669837278617e+13 -2.6943065482472482e+21 +6.2069369259681806e+28 
+2.4350000000000000e+02 +1.3276733786205805e-01 -3.9667129558012844e+05 +4.2839666396284922e+13 -2.6819942894402656e+21 +6.1786976951229068e+28 
+2.4360000000000002e+02 +1.3222305369752343e-01 -3.9482552015170263e+05 +4.2641873598671180e+13 -2.6696829281081020e+21 +6.1504464675969298e+28 
+2.4370000000000002e+02 +1.3168116422611692e-01 -3.9298483111276157e+05 +4.2444169968467930e+13 -2.6573636481543234e+21 +6.1221615726139902e+28 
+2.4380000000000001e+02 +1.3114165716279050e-01 -3.9114857230107451e+05 +4.2246434036192688e+13 -2.6450276340570134e+21 +6.0938213409997469e+28 
+2.4390000000000001e+02 +1.3060452022253588e-01 -3.8931608760289277e+05 +4.2048544344631344e+13 -2.6326660713460709e+21 +6.0654041064529042e+28 
+2.4400000000000000e+02 +1.3006974112026964e-01 -3.8748672080881579e+05 +4.1850379411936234e+13 -2.6202701434163068e+21 +6.0368881967969309e+28 
+2.4410000000000002e+02 +1.2953730818141213e-01 -3.8566016537455580e+05 +4.1651888003929703e+13 -2.6078362818027517e+21 +6.0082649633070370e+28 
+2.4420000000000002e+02 +1.2900721217309971e-01 -3.8383751303741982e+05 +4.1453299779469383e+13 -2.5953819021211337e+21 +5.9795778276849376e+28 
+2.4430000000000001e+02 +1.2847944447299686e-01 -3.8202020523196761e+05 +4.1254914653312539e+13 -2.5829296688358485e+21 +5.9508832370228830e+28 
+2.4440000000000001e+02 +1.2795399645867692e-01 -3.8020968327356433e+05 +4.1057032509173367e+13 -2.5705022437021172e+21 +5.9222376309230724e+28 
+2.4450000000000000e+02 +1.2743085950779190e-01 -3.7840738858119777e+05 +4.0859953257945164e+13 -2.5581222908590377e+21 +5.8936974556021041e+28 
+2.4460000000000002e+02 +1.2691002499789339e-01 -3.7661476244238217e+05 +4.0663976776186875e+13 -2.5458124714440230e+21 +5.8653191489682907e+28 
+2.4470000000000002e+02 +1.2639148430663960e-01 -3.7483324628558039e+05 +4.0469402977428969e+13 -2.5335954498330176e+21 +5.8371591579024349e+28 
+2.4480000000000001e+02 +1.2587522881161708e-01 -3.7306428144207248e+05 +4.0276531749388953e+13 -2.5214938881253609e+21 +5.8092739229513810e+28 
+2.4490000000000001e+02 +1.2536124989047945e-01 -3.7130930933244468e+05 +4.0085663003205961e+13 -2.5095304504696756e+21 +5.7817198903327133e+28 
+2.4500000000000000e+02 +1.2484953892079068e-01 -3.6956977126177767e+05 +3.9897096620308852e+13 -2.4977277984455047e+21 +5.7545534992099635e+28 
+2.4510000000000002e+02 +1.2434008666661781e-01 -3.6784662399384967e+05 +3.9711033669075555e+13 -2.4861011196004936e+21 +5.7278125656668295e+28 
+2.4520000000000002e+02 +1.2383288143764579e-01 -3.6613888562752260e+05 +3.9527279838734391e+13 -2.4746356944666378e+21 +5.7014603837392872e+28 
+2.4530000000000001e+02 +1.2332791093002794e-01 -3.6444508966732363e+05 +3.9345541990768656e+13 -2.4633093282193479e+21 +5.6754416206485053e+28 
+2.4540000000000001e+02 +1.2282516283989804e-01 -3.6276376960273652e+05 +3.9165526984207344e+13 -2.4520998258976238e+21 +5.6497009433813708e+28 
+2.4550000000000000e+02 +1.2232462486337921e-01 -3.6109345890490833e+05 +3.8986941672560938e+13 -2.4409849920166743e+21 +5.6241830173965195e+28 
+2.4560000000000002e+02 +1.2182628469659401e-01 -3.5943269104563538e+05 +3.8809492909824086e+13 -2.4299426311539534e+21 +5.5988325083646677e+28 
+2.4570000000000002e+02 +1.2133013003570943e-01 -3.5777999955005181e+05 +3.8632887563269078e+13 -2.4189505490114807e+21 +5.5735940850008736e+28 
+2.4580000000000001e+02 +1.2083614857683062e-01 -3.5613391787047405e+05 +3.8456832482179305e+13 -2.4079865497737442e+21 +5.5484124119221987e+28 
+2.4590000000000001e+02 +1.2034432801610817e-01 -3.5449297950949252e+05 +3.8281034527787094e+13 -2.3970284386073990e+21 +5.5232321563492081e+28 
+2.4600000000000000e+02 +1.1985465604965832e-01 -3.5285571793476620e+05 +3.8105200553524414e+13 -2.3860540200666441e+21 +5.4979979839343575e+28 
+2.4610000000000002e+02 +1.1936712101748673e-01 -3.5122101018541970e+05 +3.7929104194111586e+13 -2.3750460555675236e+21 +5.4726665903459383e+28 
+2.4620000000000002e+02 +1.1888171383501529e-01 -3.4958910744113143e+05 +3.7752786177253211e+13 -2.3640071314732131e+21 +5.4472427849755525e+28 
+2.4630000000000001e+02 +1.1839842606157502e-01 -3.4796060448281007e+05 +3.7576354020091242e+13 -2.3529447917381044e+21 +5.4217434092771078e+28 
+2.4640000000000001e+02 +1.1791724925641607e-01 -3.4633609598941164e+05 +3.7399915213915227e+13 -2.3418665781020029e+21 +5.3961852986635945e+28 
+2.4650000000000000e+02 +1.1743817497885073e-01 -3.4471617672027444e+05 +3.7223577270663086e+13 -2.3307800340875869e+21 +5.3705852934373604e+28 
+2.4660000000000002e+02 +1.1696119478818928e-01 -3.4310144143171195e+05 +3.7047447701493242e+13 -2.3196927031517682e+21 +5.3449602337251147e+28 
+2.4670000000000002e+02 +1.1648630024369898e-01 -3.4149248482420616e+05 +3.6871634003158984e+13 -2.3086121275020857e+21 +5.3193269562145484e+28 
+2.4680000000000001e+02 +1.1601348290470204e-01 -3.3988990166886273e+05 +3.6696243690499055e+13 -2.2975458509057150e+21 +5.2937023018679925e+28 
+2.4690000000000001e+02 +1.1554273433049318e-01 -3.3829428670154413e+05 +3.6521384269390750e+13 -2.2865014163617169e+21 +5.2681031095524458e+28 
+2.4700000000000000e+02 +1.1507404608036012e-01 -3.3670623464928870e+05 +3.6347163243372203e+13 -2.2754863666616114e+21 +5.2425462175540429e+28 
+2.4710000000000002e+02 +1.1460740954220498e-01 -3.3512632890701748e+05 +3.6173697292041914e+13 -2.2645094813663402e+21 +5.2170530008626665e+28 
+2.4720000000000002e+02 +1.1414281541841181e-01 -3.3355510756864125e+05 +3.6001139805967234e+13 -2.2535844876806620e+21 +5.1916629828116844e+28 
+2.4730000000000001e+02 +1.1368025423993049e-01 -3.3199309733227442e+05 +3.5829653334996422e+13 -2.2427263481027955e+21 +5.1664202193357719e+28 
+2.4740000000000001e+02 +1.1321971653778343e-01 -3.3044082499288238e+05 +3.5659400454570750e+13 -2.2319500273843385e+21 +5.1413687726356129e+28 
+2.4750000000000000e+02 +1.1276119284292191e-01 -3.2889881724906754e+05 +3.5490543714514320e+13 -2.2212704880134238e+21 +5.1165526986034290e+28 
+2.4760000000000002e+02 +1.1230467368633766e-01 -3.2736760085607495e+05 +3.5323245679922648e+13 -2.2107026938384223e+21 +5.0920160569419491e+28 
+2.4770000000000002e+02 +1.1185014959901186e-01 -3.2584770255095116e+05 +3.5157668910667148e+13 -2.2002616082273238e+21 +5.0678029059824110e+28 
+2.4780000000000001e+02 +1.1139761111191253e-01 -3.2433964905923500e+05 +3.4993975964253641e+13 -2.1899621943741435e+21 +5.0439573036337888e+28 
+2.4790000000000001e+02 +1.1094704875602733e-01 -3.2284396712498000e+05 +3.4832329402134520e+13 -2.1798194157713749e+21 +5.0205233085460140e+28 
+2.4800000000000000e+02 +1.1049845306233175e-01 -3.2136118348395301e+05 +3.4672891784554059e+13 -2.1698482358555991e+21 +4.9975449793048129e+28 
+2.4810000000000002e+02 +1.1005181459135759e-01 -3.1989153311436396e+05 +3.4515748663478523e+13 -2.1600569290682513e+21 +4.9750474739893775e+28 
+2.4820000000000002e+02 +1.0960712402172187e-01 -3.1843408379839710e+05 +3.4360677517078070e+13 -2.1504270104556449e+21 +4.9529803394684135e+28 
+2.4830000000000001e+02 +1.0916437206158182e-01 -3.1698761155299121e+05 +3.4207378814791125e+13 -2.1409333061072655e+21 +4.9312742223488272e+28 
+2.4840000000000001e+02 +1.0872354941911935e-01 -3.1555089241950068e+05 +3.4055553031515711e+13 -2.1315506425446285e+21 +4.9098597703538765e+28 
+2.4850000000000000e+02 +1.0828464680248254e-01 -3.1412270239902049e+05 +3.3904900632155176e+13 -2.1222538454416653e+21 +4.8886676289073217e+28 
+2.4860000000000002e+02 +1.0784765491985235e-01 -3.1270181753369700e+05 +3.3755122092063664e+13 -2.1130177413728594e+21 +4.8676284459029385e+28 
+2.4870000000000002e+02 +1.0741256447936229e-01 -3.1128701380431652e+05 +3.3605917870696020e+13 -2.1038171555281002e+21 +4.8466728654106514e+28 
+2.4880000000000001e+02 +1.0697936618919092e-01 -3.0987706725072250e+05 +3.3456988442936016e+13 -2.0946269144474491e+21 +4.8257315352407532e+28 
+2.4890000000000001e+02 +1.0654805075753543e-01 -3.0847075393647089e+05 +3.3308034289643258e+13 -2.0854218451793001e+21 +4.8047351045821244e+28 
+2.4900000000000000e+02 +1.0611860889250670e-01 -3.0706684981461201e+05 +3.3158755863351230e+13 -2.0761767723274013e+21 +4.7836142159190171e+28 
+2.4910000000000002e+02 +1.0569103152000824e-01 -3.0566447779785591e+05 +3.3008937533710566e+13 -2.0668734198361534e+21 +4.7623181840215271e+28 
+2.4920000000000002e+02 +1.0526531043668534e-01 -3.0426414808792475e+05 +3.2858699197359141e+13 -2.0575210967538561e+21 +4.7408709790753375e+28 
+2.4930000000000001e+02 +1.0484143765690725e-01 -3.0286671776196075e+05 +3.2708244646978012e+13 -2.0481360096804340e+21 +4.7193152387026598e+28 
+2.4940000000000001e+02 +1.0441940519504225e-01 -3.0147304389260185e+05 +3.2557777673649148e+13 -2.0387343650527193e+21 +4.6976936000304661e+28 
+2.4950000000000000e+02 +1.0399920506546256e-01 -3.0008398355950246e+05 +3.2407502070441648e+13 -2.0293323694877922e+21 +4.6760487006949899e+28 
+2.4960000000000002e+02 +1.0358082928253576e-01 -2.9870039383675746e+05 +3.2257621629053223e+13 -2.0199462294874643e+21 +4.6544231780219448e+28 
+2.4970000000000002e+02 +1.0316426986062506e-01 -2.9732313178944658e+05 +3.2108340138519320e+13 -2.0105921513058463e+21 +4.6328596686256070e+28 
+2.4980000000000001e+02 +1.0274951881411103e-01 -2.9595305451048462e+05 +3.1959861395698840e+13 -2.0012863419103309e+21 +4.6114008111485752e+28 
+2.4990000000000001e+02 +1.0233656815733648e-01 -2.9459101903878333e+05 +3.1812389182806156e+13 -1.9920450069585293e+21 +4.5900892405528727e+28 
+2.5000000000000000e+02 +1.0192540990467681e-01 -2.9323788245969435e+05 +3.1666127294651781e+13 -1.9828843532344353e+21 +4.5689675949648018e+28 
+2.5010000000000002e+02 +1.0151603603230107e-01 -2.9189428216427151e+05 +3.1521228289781582e+13 -1.9738166065433296e+21 +4.5480683173541515e+28 
+2.5020000000000002e+02 +1.0110843836344642e-01 -2.9055997664620914e+05 +3.1377639753286359e+13 -1.9648380664587889e+21 +4.5273830639632705e+28 
+2.5030000000000001e+02 +1.0070260868316905e-01 -2.8923450474199816e+05 +3.1235258044120270e+13 -1.9559410524845989e+21 +4.5068932984373138e+28 
+2.5040000000000001e+02 +1.0029853877651421e-01 -2.8791740527089074e+05 +3.1093979516442109e+13 -1.9471178836911826e+21 +4.4865804831971735e+28 
+2.5050000000000000e+02 +9.9896220428517132e-02 -2.8660821704344696e+05 +3.0953700522645387e+13 -1.9383608790190669e+21 +4.4664260803468879e+28 
+2.5060000000000002e+02 +9.9495645424244938e-02 -2.8530647890997847e+05 +3.0814317425268066e+13 -1.9296623582847865e+21 +4.4464115543967192e+28 
+2.5070000000000002e+02 +9.9096805548720593e-02 -2.8401172966109990e+05 +3.0675726571067348e+13 -1.9210146399146224e+21 +4.4265183659888443e+28 
+2.5080000000000001e+02 +9.8699692586997650e-02 -2.8272350812955748e+05 +3.0537824317983984e+13 -1.9124100433220034e+21 +4.4067279785152827e+28 
+2.5090000000000001e+02 +9.8304298324127917e-02 -2.8144135314574675e+05 +3.0400507023404461e+13 -1.9038408878758261e+21 +4.3870218552524212e+28 
+2.5100000000000000e+02 +9.7910614545138566e-02 -2.8016480350861145e+05 +3.0263671036585164e+13 -1.8952994922377828e+21 +4.3673814575248543e+28 
+2.5110000000000002e+02 +9.7518633043165048e-02 -2.7889345024469908e+05 +3.0127228428773348e+13 -1.8867793727033846e+21 +4.3477909990411258e+28 
+2.5120000000000002e+02 +9.7128345643677547e-02 -2.7762709316932253e+05 +2.9991154128452641e+13 -1.8782788334696651e+21 +4.3282456958481431e+28 
+2.5130000000000001e+02 +9.6739744180223242e-02 -2.7636558429121843e+05 +2.9855438778066602e+13 -1.8697973757137138e+21 +4.3087435146570751e+28 
+2.5140000000000001e+02 +9.6352820486347440e-02 -2.7510877561158006e+05 +2.9720073017346945e+13 -1.8613345003331497e+21 +4.2892824213238429e+28 
+2.5150000000000000e+02 +9.5967566395579781e-02 -2.7385651911616238e+05 +2.9585047482861531e+13 -1.8528897080005210e+21 +4.2698603811825982e+28 
+2.5160000000000002e+02 +9.5583973741462824e-02 -2.7260866680236155e+05 +2.9450352813311941e+13 -1.8444624995223281e+21 +4.2504753598365820e+28 
+2.5170000000000002e+02 +9.5202034357593959e-02 -2.7136507074254157e+05 +2.9315979667447832e+13 -1.8360523774819393e+21 +4.2311253278504981e+28 
+2.5180000000000001e+02 +9.4821740077459429e-02 -2.7012558286467905e+05 +2.9181918666574520e+13 -1.8276588412074598e+21 +4.2118082468174627e+28 
+2.5190000000000001e+02 +9.4443082734635059e-02 -2.6889005520908855e+05 +2.9048160460557188e+13 -1.8192813924797100e+21 +4.1925220850353710e+28 
+2.5200000000000000e+02 +9.4066054162657065e-02 -2.6765833976969961e+05 +2.8914695687892078e+13 -1.8109195321244784e+21 +4.1732648082289950e+28 
+2.5210000000000002e+02 +9.3690646541627037e-02 -2.6643039827320311e+05 +2.8781531438484676e+13 -1.8025739256144402e+21 +4.1540375426653503e+28 
+2.5220000000000002e+02 +9.3316853437809169e-02 -2.6520663126629399e+05 +2.8648740581011984e+13 -1.7942498947587144e+21 +4.1348540507088111e+28 
+2.5230000000000001e+02 +9.2944668764018010e-02 -2.6398754901177913e+05 +2.8516412431648773e+13 -1.7859539256949822e+21 +4.1157312544282145e+28 
+2.5240000000000001e+02 +9.2574086433108285e-02 -2.6277366182641499e+05 +2.8384636320668629e+13 -1.7776925057903186e+21 +4.0966860792855936e+28 
+2.5250000000000000e+02 +9.2205100357878364e-02 -2.6156547995169720e+05 +2.8253501558633758e+13 -1.7694721206879946e+21 +4.0777354459732312e+28 
+2.5260000000000002e+02 +9.1837704451169039e-02 -2.6036351368339633e+05 +2.8123097470072938e+13 -1.7612992572415145e+21 +4.0588962785136522e+28 
+2.5270000000000002e+02 +9.1471892625769866e-02 -2.5916827325439404e+05 +2.7993513363727078e+13 -1.7531804009576021e+21 +4.0401854972626513e+28 
+2.5280000000000001e+02 +9.1107658794529825e-02 -2.5798026897207228e+05 +2.7864838567194137e+13 -1.7451220389580864e+21 +4.0216200269833624e+28 
+2.5290000000000001e+02 +9.0744996870265340e-02 -2.5680001110030472e+05 +2.7737162396697109e+13 -1.7371306573716505e+21 +4.0032167896946706e+28 
+2.5300000000000000e+02 +9.0383900765785938e-02 -2.5562800989797240e+05 +2.7610574167695348e+13 -1.7292127422884419e+21 +3.9849927073598000e+28 
+2.5310000000000002e+02 +9.0024364011985311e-02 -2.5446454336513067e+05 +2.7485118131291480e+13 -1.7213712580828557e+21 +3.9669552231746814e+28 
+2.5320000000000002e+02 +8.9666378611922781e-02 -2.5330896026776824e+05 +2.7360658233118812e+13 -1.7135950782816253e+21 +3.9490738546436889e+28 
+2.5330000000000001e+02 +8.9309936186757199e-02 -2.5216037713223271e+05 +2.7237013359237336e+13 -1.7058695550991613e+21 +3.9313086415897763e+28 
+2.5340000000000001e+02 +8.8955028357566288e-02 -2.5101791038167250e+05 +2.7114002369360586e+13 -1.6981800384833168e+21 +3.9136196176353389e+28 
+2.5350000000000000e+02 +8.8601646745512921e-02 -2.4988067655182941e+05 +2.6991444152566566e+13 -1.6905118809429330e+21 +3.8959668234754410e+28 
+2.5360000000000002e+02 +8.8249782971703855e-02 -2.4874779210091275e+05 +2.6869157577279426e+13 -1.6828504331629056e+21 +3.8783102947266250e+28 
+2.5370000000000002e+02 +8.7899428657290030e-02 -2.4761837355013285e+05 +2.6746961528961418e+13 -1.6751810473454508e+21 +3.8606100712525993e+28 
+2.5380000000000001e+02 +8.7550575423387664e-02 -2.4649153737160712e+05 +2.6624674879845402e+13 -1.6674890745170643e+21 +3.8428261896302271e+28 
+2.5390000000000001e+02 +8.7203214891123287e-02 -2.4536640005011714e+05 +2.6502116505344836e+13 -1.6597598659750721e+21 +3.8249186871725775e+28 
+2.5400000000000000e+02 +8.6857338681610052e-02 -2.4424207805802402e+05 +2.6379105278293273e+13 -1.6519787728260967e+21 +3.8068476007280412e+28 
+2.5410000000000002e+02 +8.6512938925422417e-02 -2.4311800580688033e+05 +2.6255532144559992e+13 -1.6441372971062935e+21 +3.7885902102870078e+28 
+2.5420000000000002e+02 +8.6170009790668106e-02 -2.4199488908617661e+05 +2.6131576247549164e+13 -1.6362515365320293e+21 +3.7701927465906007e+28 
+2.5430000000000001e+02 +8.5828545954922481e-02 -2.4087375163401652e+05 +2.6007488806250965e+13 -1.6283437399769502e+21 +3.7517186841611717e+28 
+2.5440000000000001e+02 +8.5488542095754086e-02 -2.3975561718440574e+05 +2.5883521039172469e+13 -1.6204361563009982e+21 +3.7332314975321225e+28 
+2.5450000000000000e+02 +8.5149992890729623e-02 -2.3864150946588552e+05 +2.5759924163122430e+13 -1.6125510342048812e+21 +3.7147946607807369e+28 
+2.5460000000000002e+02 +8.4812893017369120e-02 -2.3753245214704928e+05 +2.5636949379343543e+13 -1.6047106210324726e+21 +3.6964716442353780e+28 
+2.5470000000000002e+02 +8.4477237153267118e-02 -2.3642946899261823e+05 +2.5514847914027684e+13 -1.5969371662990655e+21 +3.6783259242145962e+28 
+2.5480000000000001e+02 +8.4143019975992758e-02 -2.3533358373670114e+05 +2.5393870985570402e+13 -1.5892529188476428e+21 +3.6604209751922120e+28 
+2.5490000000000001e+02 +8.3810236163068597e-02 -2.3424582004936176e+05 +2.5274269795484660e+13 -1.5816801260421642e+21 +3.6428202675485545e+28 
+2.5500000000000000e+02 +8.3478880392078195e-02 -2.3316720168277694e+05 +2.5156295566883766e+13 -1.5742410371390217e+21 +3.6255872769039964e+28 
+2.5510000000000002e+02 +8.3148947154716560e-02 -2.3209851786555679e+05 +2.5040136677576691e+13 -1.5669520403673336e+21 +3.6087682859667048e+28 
+2.5520000000000002e+02 +8.2820430199206096e-02 -2.3103961984688180e+05 +2.4925730155744934e+13 -1.5598060826978668e+21 +3.5923408138511201e+28 
+2.5530000000000001e+02 +8.2493323087920345e-02 -2.2999012440392131e+05 +2.4812950197596762e+13 -1.5527902512311401e+21 +3.5762651899446601e+28 
+2.5540000000000001e+02 +8.2167619383237037e-02 -2.2894964832094652e+05 +2.4701671001419746e+13 -1.5458916332604851e+21 +3.5605017441873263e+28 
+2.5550000000000000e+02 +8.1843312647495711e-02 -2.2791780833023629e+05 +2.4591766751726371e+13 -1.5390973148664687e+21 +3.5450108031492690e+28 
+2.5560000000000002e+02 +8.1520396443110932e-02 -2.2689422126505172e+05 +2.4483111659664324e+13 -1.5323943844702913e+21 +3.5297526998990206e+28 
+2.5570000000000002e+02 +8.1198864332419671e-02 -2.2587850385332093e+05 +2.4375579908522926e+13 -1.5257699280404852e+21 +3.5146877606863776e+28 
+2.5580000000000001e+02 +8.0878709877811386e-02 -2.2487027289559075e+05 +2.4269045700950082e+13 -1.5192110332585359e+21 +3.4997763165401467e+28 
+2.5590000000000001e+02 +8.0559926641645116e-02 -2.2386914515088574e+05 +2.4163383228556297e+13 -1.5127047868301650e+21 +3.4849786957675637e+28 
+2.5600000000000000e+02 +8.0242508186271877e-02 -2.2287473736673305e+05 +2.4058466679911098e+13 -1.5062382751949544e+21 +3.4702552259404284e+28 
+2.5610000000000002e+02 +7.9926447986059940e-02 -2.2188662481508206e+05 +2.3954174274886637e+13 -1.4997997324288294e+21 +3.4555708486172048e+28 
+2.5619999999999999e+02 +7.9611739163272133e-02 -2.2090421663078980e+05 +2.3850400297452957e+13 -1.4933819778355435e+21 +3.4409089466437416e+28 
+2.5630000000000001e+02 +7.9298374752168888e-02 -2.1992688044464058e+05 +2.3747043055040188e+13 -1.4869789776480216e+21 +3.4262575148549142e+28 
+2.5640000000000003e+02 +7.8986347786977246e-02 -2.1895398384274094e+05 +2.3644000843430734e+13 -1.4805846970845542e+21 +3.4116045452872506e+28 
+2.5650000000000000e+02 +7.8675651301970739e-02 -2.1798489447740169e+05 +2.3541171976394766e+13 -1.4741931029718172e+21 +3.3969380344929045e+28 
+2.5660000000000002e+02 +7.8366278331390024e-02 -2.1701897994960408e+05 +2.3438454753141219e+13 -1.4677981608028246e+21 +3.3822459752222800e+28 
+2.5669999999999999e+02 +7.8058221909459144e-02 -2.1605560784591749e+05 +2.3335747470171605e+13 -1.4613938358895313e+21 +3.3675163598262437e+28 
+2.5680000000000001e+02 +7.7751475070455919e-02 -2.1509414582064821e+05 +2.3232948441183691e+13 -1.4549740950208252e+21 +3.3527371846950721e+28 
+2.5690000000000003e+02 +7.7446030848633746e-02 -2.1413396149460541e+05 +2.3129955971059711e+13 -1.4485329042113925e+21 +3.3378964440691975e+28 
+2.5700000000000000e+02 +7.7141882278204482e-02 -2.1317442243591297e+05 +2.3026668351154176e+13 -1.4420642283066808e+21 +3.3229821289794357e+28 
+2.5710000000000002e+02 +7.6839022734754889e-02 -2.1221510276750027e+05 +2.2923020924065410e+13 -1.4355644955123678e+21 +3.3079877657201458e+28 
+2.5719999999999999e+02 +7.6537446958932470e-02 -2.1125640225210547e+05 +2.2819097086358855e+13 -1.4290399743012328e+21 +3.2929289852427406e+28 
+2.5730000000000001e+02 +7.6237150032789719e-02 -2.1029892724845003e+05 +2.2715017296733621e+13 -1.4224993974652227e+21 +3.2778269564295137e+28 
+2.5740000000000003e+02 +7.5938127038264969e-02 -2.0934328396333213e+05 +2.2610901974138043e+13 -1.4159514943200090e+21 +3.2627028385418651e+28 
+2.5750000000000000e+02 +7.5640373057386315e-02 -2.0839007872296197e+05 +2.2506871568758008e+13 -1.4094049969107530e+21 +3.2475777983889265e+28 
+2.5760000000000002e+02 +7.5343883172117654e-02 -2.0743991777167498e+05 +2.2403046509846156e+13 -1.4028686354817315e+21 +3.2324729978545363e+28 
+2.5769999999999999e+02 +7.5048652464472218e-02 -2.0649340741104493e+05 +2.2299547240513258e+13 -1.3963511414262569e+21 +3.2174096018832335e+28 
+2.5780000000000001e+02 +7.4754676016443741e-02 -2.0555115392370959e+05 +2.2196494199825109e+13 -1.3898612458344979e+21 +3.2024087746759895e+28 
+2.5790000000000003e+02 +7.4461948910011955e-02 -2.0461376357198905e+05 +2.2094007821298070e+13 -1.3834076792970069e+21 +3.1874916790228891e+28 
+2.5800000000000000e+02 +7.4170466227165027e-02 -2.0368184262965864e+05 +2.1992208541543344e+13 -1.3769991726819786e+21 +3.1726794784970958e+28 
+2.5810000000000002e+02 +7.3880222910176541e-02 -2.0275586502058554e+05 +2.1891192726508324e+13 -1.3706428142070913e+21 +3.1579895699965314e+28 
+2.5819999999999999e+02 +7.3591213342349901e-02 -2.0183577512464311e+05 +2.1790960422853824e+13 -1.3643391183516957e+21 +3.1434242751695177e+28 
+2.5830000000000001e+02 +7.3303431767284211e-02 -2.0092138498856497e+05 +2.1691487611392609e+13 -1.3580869573908426e+21 +3.1289821502729025e+28 
+2.5840000000000003e+02 +7.3016872428526780e-02 -2.0001250658937491e+05 +2.1592750254599762e+13 -1.3518852019889266e+21 +3.1146617470911070e+28 
+2.5850000000000000e+02 +7.2731529569698028e-02 -1.9910895199728629e+05 +2.1494724338873973e+13 -1.3457327248789872e+21 +3.1004616230912378e+28 
+2.5860000000000002e+02 +7.2447397434346555e-02 -1.9821053319335368e+05 +2.1397385828008410e+13 -1.3396283968561026e+21 +3.0863803304493270e+28 
