# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=9][T/m^n] polynom_b[n=13][T/m^n] 
+0.0000000000000000e+00 +4.7552966263928013e+01 -3.4504987540995358e+06 +2.1768292629754766e+14 -3.8191339567065622e+21 
+1.0000000000000001e-01 +4.7552966068579885e+01 -3.4503489529668032e+06 +2.1766361741685603e+14 -3.8184580122920522e+21 
+2.0000000000000001e-01 +4.7552965516059537e+01 -3.4499304178415388e+06 +2.1760927360846119e+14 -3.8165469940715372e+21 
+3.0000000000000004e-01 +4.7552964656648463e+01 -3.4492894487458048e+06 +2.1752526887314116e+14 -3.8135761175209202e+21 
+4.0000000000000002e-01 +4.7552963540628063e+01 -3.4484723455167674e+06 +2.1741697718471453e+14 -3.8097205972022508e+21 
+5.0000000000000000e-01 +4.7552962218279610e+01 -3.4475254076640266e+06 +2.1728977246101597e+14 -3.8051556456473737e+21 
+6.0000000000000009e-01 +4.7552960739887006e+01 -3.4464949367552549e+06 +2.1714902888489078e+14 -3.8000564838866947e+21 
+7.0000000000000007e-01 +4.7552959155732587e+01 -3.4454272331622178e+06 +2.1700012048961678e+14 -3.7945983282415655e+21 
+8.0000000000000004e-01 +4.7552957516098814e+01 -3.4443685972190895e+06 +2.1684842129414359e+14 -3.7889563944028791e+21 
+9.0000000000000002e-01 +4.7552955871264494e+01 -3.4433653272612877e+06 +2.1669930510112478e+14 -3.7833058917972994e+21 
+1.0000000000000000e+00 +4.7552954271516448e+01 -3.4424637262921836e+06 +2.1655814624030116e+14 -3.7778220455581199e+21 
+1.1000000000000001e+00 +4.7552952763904948e+01 -3.4417077069021831e+06 +2.1643051265194194e+14 -3.7726962833484315e+21 
+1.2000000000000002e+00 +4.7552951382552784e+01 -3.4411316304929028e+06 +2.1632274786938184e+14 -3.7681848767059476e+21 
+1.3000000000000000e+00 +4.7552950158362272e+01 -3.4407674772499856e+06 +2.1624139006655403e+14 -3.7645603302479464e+21 
+1.4000000000000001e+00 +4.7552949122226153e+01 -3.4406472221614006e+06 +2.1619297685132553e+14 -3.7620951320916551e+21 
+1.5000000000000000e+00 +4.7552948305043834e+01 -3.4408028436547918e+06 +2.1618404619420200e+14 -3.7610617806963637e+21 
+1.6000000000000001e+00 +4.7552947737705111e+01 -3.4412663146806499e+06 +2.1622113545686609e+14 -3.7617327565716005e+21 
+1.7000000000000002e+00 +4.7552947451115045e+01 -3.4420696173516968e+06 +2.1631078304527956e+14 -3.7643805714811254e+21 
+1.8000000000000000e+00 +4.7552947476166224e+01 -3.4432447262812699e+06 +2.1645952651133881e+14 -3.7692777116477293e+21 
+1.9000000000000001e+00 +4.7552947843752776e+01 -3.4448236169664408e+06 +2.1667390350148344e+14 -3.7766966659900988e+21 
+2.0000000000000000e+00 +4.7552948584772253e+01 -3.4468382670035535e+06 +2.1696045190954941e+14 -3.7869099310103113e+21 
+2.1000000000000001e+00 +4.7552949695359771e+01 -3.4492876865820386e+06 +2.1732020203857972e+14 -3.7999764373552664e+21 
+2.2000000000000002e+00 +4.7552951032593249e+01 -3.4520390130372639e+06 +2.1773215353988775e+14 -3.8151008451194892e+21 
+2.3000000000000003e+00 +4.7552952418787214e+01 -3.4549264158466542e+06 +2.1816979843171766e+14 -3.8312742474638463e+21 
+2.4000000000000004e+00 +4.7552953676257900e+01 -3.4577840652868263e+06 +2.1860662881255544e+14 -3.8474877397508219e+21 
+2.5000000000000000e+00 +4.7552954627318861e+01 -3.4604461304295505e+06 +2.1901613666380156e+14 -3.8627324142041018e+21 
+2.6000000000000001e+00 +4.7552955094290937e+01 -3.4627467843717225e+06 +2.1937181441228784e+14 -3.8759993761649352e+21 
+2.7000000000000002e+00 +4.7552954899482508e+01 -3.4645201927932436e+06 +2.1964715363470256e+14 -3.8862797053975100e+21 
+2.8000000000000003e+00 +4.7552953865216303e+01 -3.4656005301687014e+06 +2.1981564692690788e+14 -3.8925645125222196e+21 
+2.9000000000000004e+00 +4.7552951813803226e+01 -3.4658219636454051e+06 +2.1985078602994194e+14 -3.8938448821524523e+21 
+3.0000000000000000e+00 +4.7552948567560570e+01 -3.4650186644863058e+06 +2.1972606317830441e+14 -3.8891119141958152e+21 
+3.1000000000000001e+00 +4.7552944023755963e+01 -3.4630946992665241e+06 +2.1942601483739178e+14 -3.8777745273832404e+21 
+3.2000000000000002e+00 +4.7552938379475783e+01 -3.4602337281514313e+06 +2.1897935595114716e+14 -3.8609129653390347e+21 
+3.3000000000000003e+00 +4.7552931906752164e+01 -3.4566893040159955e+06 +2.1842584540530562e+14 -3.8400252820098237e+21 
+3.4000000000000004e+00 +4.7552924877621827e+01 -3.4527149825339071e+06 +2.1780524241642712e+14 -3.8166095415156906e+21 
+3.5000000000000000e+00 +4.7552917564124805e+01 -3.4485643214653311e+06 +2.1715730643917162e+14 -3.7921638150791648e+21 
+3.6000000000000001e+00 +4.7552910238293478e+01 -3.4444908739044867e+06 +2.1652179639305078e+14 -3.7681861578469786e+21 
+3.7000000000000002e+00 +4.7552903172167220e+01 -3.4407481970737930e+06 +2.1593847166576566e+14 -3.7461746389384991e+21 
+3.8000000000000003e+00 +4.7552896637781167e+01 -3.4375898458847003e+06 +2.1544709139211447e+14 -3.7276273200945137e+21 
+3.9000000000000004e+00 +4.7552890907168511e+01 -3.4352693736875388e+06 +2.1508741450543188e+14 -3.7140422565848684e+21 
+4.0000000000000000e+00 +4.7552886252371657e+01 -3.4340403398701102e+06 +2.1489920066509272e+14 -3.7069175261450711e+21 
+4.1000000000000005e+00 +4.7552882860537522e+01 -3.4340761782751265e+06 +2.1490965450045378e+14 -3.7072797681350665e+21 
+4.2000000000000002e+00 +4.7552880579284519e+01 -3.4352298552456121e+06 +2.1509576468719306e+14 -3.7142699973777582e+21 
+4.2999999999999998e+00 +4.7552879171343292e+01 -3.4372742167019397e+06 +2.1542196548471694e+14 -3.7265578092485794e+21 
+4.4000000000000004e+00 +4.7552878399444928e+01 -3.4399821086210357e+06 +2.1585269115419506e+14 -3.7428127991236605e+21 
+4.5000000000000000e+00 +4.7552878026322368e+01 -3.4431263782233060e+06 +2.1635237610376019e+14 -3.7617045668610651e+21 
+4.6000000000000005e+00 +4.7552877814703187e+01 -3.4464798696035757e+06 +2.1688545438901406e+14 -3.7819027018225224e+21 
